ID_CIRC;FROM_BUS;TO_BUS;Pik_MW;Qik_MVAr;Sik_MVA;Pki_MW;Qki_MVAr;Ski_MVA;Cap_MVA;Loading;Ploss_MW;Qloss_MVAr
1306;2686;601;-6.033;0.0;-6.033;6.033;0.0;6.033;1022.0;0.0059;0.0;0.0
1307;5353;601;5.233;0.0;5.233;-5.233;0.0;-5.233;445.0;0.0118;0.0;0.0
1308;742;602;0.0;0.0;0.0;0.0;0.0;0.0;631.0;0.0;0.0;0.0
1309;1889;602;-10.402;0.0;-10.402;10.402;0.0;10.402;975.0;0.0107;0.0;0.0
1310;2061;602;-6.949;0.0;-6.949;6.949;0.0;6.949;182.0;0.0382;0.0;0.0
1311;3853;602;-0.7;0.0;-0.7;0.7;0.0;0.7;7133.0;0.0001;0.0;0.0
1312;1889;602;-8.498;0.0;-8.498;8.498;0.0;8.498;830.0;0.0102;0.0;0.0
1313;3364;603;-42.374;0.0;-42.374;42.374;0.0;42.374;428.0;0.099;0.0;0.0
1314;4863;603;87.823;0.0;87.823;-87.823;0.0;-87.823;428.0;0.2052;0.0;0.0
1315;608;606;0.0;0.0;0.0;0.0;0.0;0.0;337.0;0.0;0.0;0.0
1316;608;605;0.0;0.0;0.0;0.0;0.0;0.0;335.0;0.0;0.0;0.0
1317;608;604;0.0;0.0;0.0;0.0;0.0;0.0;335.0;0.0;0.0;0.0
1318;2379;607;-23.111;0.0;-23.111;23.111;0.0;23.111;133.0;0.1738;0.0;0.0
1319;3944;607;-31.558;0.0;-31.558;31.558;0.0;31.558;108.0;0.2922;0.0;0.0
1320;4326;607;-30.151;0.0;-30.151;30.151;0.0;30.151;382.0;0.0789;0.0;0.0
1321;2784;608;51.991;0.0;51.991;-51.991;0.0;-51.991;535.0;0.0972;0.0;0.0
1322;3603;608;-69.316;0.0;-69.316;69.316;0.0;69.316;471.0;0.1472;0.0;0.0
1323;5266;608;102.145;0.0;102.145;-102.145;0.0;-102.145;515.0;0.1983;0.0;0.0
1324;885;609;-0.374;0.0;-0.374;0.374;0.0;0.374;154.0;0.0024;0.0;0.0
1325;4367;609;3.074;0.0;3.074;-3.074;0.0;-3.074;666.0;0.0046;0.0;0.0
1326;5509;611;-45.0;0.0;-45.0;45.0;0.0;45.0;153231.0;0.0003;0.0;0.0
1327;3339;612;-3.989;0.0;-3.989;3.989;0.0;3.989;216.0;0.0185;0.0;0.0
1328;2190;613;7.517;0.0;7.517;-7.517;0.0;-7.517;120.0;0.0626;0.0;0.0
1329;5376;613;11.183;0.0;11.183;-11.183;0.0;-11.183;242.0;0.0462;0.0;0.0
1330;3089;614;10.9;0.0;10.9;-10.9;0.0;-10.9;262.0;0.0416;0.0;0.0
1331;2265;615;38.4;0.0;38.4;-38.4;0.0;-38.4;325.0;0.1182;0.0;0.0
1332;2013;616;-6.02;0.0;-6.02;6.02;0.0;6.02;328.0;0.0184;0.0;0.0
1333;2945;616;27.446;0.0;27.446;-27.446;0.0;-27.446;325.0;0.0844;0.0;0.0
1334;3601;616;-101.814;0.0;-101.814;101.814;0.0;101.814;328.0;0.3104;0.0;0.0
1335;5319;616;-150.561;0.0;-150.561;150.561;0.0;150.561;328.0;0.459;0.0;0.0
1336;5332;616;-48.951;0.0;-48.951;48.951;0.0;48.951;305.0;0.1605;0.0;0.0
1337;5787;616;-58.745;0.0;-58.745;58.745;0.0;58.745;328.0;0.1791;0.0;0.0
1338;2945;616;27.829;0.0;27.829;-27.829;0.0;-27.829;418.0;0.0666;0.0;0.0
1339;1007;616;0.0;0.0;0.0;0.0;0.0;0.0;309.0;0.0;0.0;0.0
1340;2771;617;-97.364;0.0;-97.364;97.364;0.0;97.364;639.0;0.1524;0.0;0.0
1341;3938;617;254.906;0.0;254.906;-254.906;0.0;-254.906;1171.0;0.2177;0.0;0.0
1342;5178;619;19.3;0.0;19.3;-19.3;0.0;-19.3;9349.0;0.0021;0.0;0.0
1343;5182;618;16.4;0.0;16.4;-16.4;0.0;-16.4;11313.0;0.0014;0.0;0.0
1344;5037;620;3.2;0.0;3.2;-3.2;0.0;-3.2;3851.0;0.0008;0.0;0.0
1345;5037;621;3.2;0.0;3.2;-3.2;0.0;-3.2;3667.0;0.0009;0.0;0.0
1346;1247;622;3.3;0.0;3.3;-3.3;0.0;-3.3;469.0;0.007;0.0;0.0
1347;4903;623;21.05;0.0;21.05;-21.05;0.0;-21.05;233.0;0.0903;0.0;0.0
1348;5041;623;-9.521;0.0;-9.521;9.521;0.0;9.521;336.0;0.0283;0.0;0.0
1349;5246;623;-13.379;0.0;-13.379;13.379;0.0;13.379;2048.0;0.0065;0.0;0.0
1350;5836;623;16.65;0.0;16.65;-16.65;0.0;-16.65;233.0;0.0715;0.0;0.0
1351;2704;624;-23.7;0.0;-23.7;23.7;0.0;23.7;2032.0;0.0117;0.0;0.0
1352;823;625;25.128;0.0;25.128;-25.128;0.0;-25.128;2405.0;0.0104;0.0;0.0
1353;1108;625;1.629;0.0;1.629;-1.629;0.0;-1.629;495.0;0.0033;0.0;0.0
1354;2594;625;25.743;0.0;25.743;-25.743;0.0;-25.743;264.0;0.0975;0.0;0.0
1355;5185;628;11.5;0.0;11.5;-11.5;0.0;-11.5;8880.0;0.0013;0.0;0.0
1356;5192;629;0.0;0.0;0.0;0.0;0.0;0.0;557.0;0.0;0.0;0.0
1357;5183;632;-0.7;0.0;-0.7;0.7;0.0;0.7;155535.0;0.0;0.0;0.0
1358;5186;631;68.7;0.0;68.7;-68.7;0.0;-68.7;99170.0;0.0007;0.0;0.0
1359;4231;633;-0.432;0.0;-0.432;0.432;0.0;0.432;417.0;0.001;0.0;0.0
1360;5184;634;9.1;0.0;9.1;-9.1;0.0;-9.1;13714.0;0.0007;0.0;0.0
1361;1263;635;10.009;0.0;10.009;-10.009;0.0;-10.009;72.0;0.139;0.0;0.0
1362;4282;635;14.691;0.0;14.691;-14.691;0.0;-14.691;55.0;0.2671;0.0;0.0
1363;2461;636;0.0;0.0;0.0;-0.0;0.0;-0.0;983.0;0.0;0.0;0.0
1364;2541;636;3.378;0.0;3.378;-3.378;0.0;-3.378;128.0;0.0264;0.0;0.0
1365;5597;636;13.122;0.0;13.122;-13.122;0.0;-13.122;326.0;0.0403;0.0;0.0
1366;2792;637;18.726;0.0;18.726;-18.726;0.0;-18.726;128.0;0.1463;0.0;0.0
1367;4570;637;-1.403;0.0;-1.403;1.403;0.0;1.403;221.0;0.0064;0.0;0.0
1368;5706;637;3.978;0.0;3.978;-3.978;0.0;-3.978;183.0;0.0217;0.0;0.0
1369;1111;638;-25.866;0.0;-25.866;25.866;0.0;25.866;278.0;0.093;0.0;0.0
1370;3981;638;32.766;0.0;32.766;-32.766;0.0;-32.766;482.0;0.068;0.0;0.0
1371;5160;639;4.0;0.0;4.0;-4.0;0.0;-4.0;26199.0;0.0002;0.0;0.0
1372;5065;640;34.7;0.0;34.7;-34.7;0.0;-34.7;441.0;0.0787;0.0;0.0
1373;3937;645;-32.0;0.0;-32.0;32.0;0.0;32.0;252.0;0.127;0.0;0.0
1374;3937;644;0.0;0.0;0.0;0.0;0.0;0.0;252.0;0.0;0.0;0.0
1375;3937;643;0.0;0.0;0.0;0.0;0.0;0.0;252.0;0.0;0.0;0.0
1376;3937;642;0.0;0.0;0.0;0.0;0.0;0.0;252.0;0.0;0.0;0.0
1377;3937;641;0.0;0.0;0.0;0.0;0.0;0.0;252.0;0.0;0.0;0.0
1378;3938;646;-239.0;0.0;-239.0;239.0;0.0;239.0;394.0;0.6066;0.0;0.0
1379;1001;648;13.9;0.0;13.9;-13.9;0.0;-13.9;842.0;0.0165;0.0;0.0
1380;1345;649;16.0;0.0;16.0;-16.0;0.0;-16.0;1036.0;0.0154;0.0;0.0
1381;1345;650;25.9;0.0;25.9;-25.9;0.0;-25.9;975.0;0.0266;0.0;0.0
1382;1357;651;34.319;0.0;34.319;-34.319;0.0;-34.319;176.0;0.195;0.0;0.0
1383;4282;652;18.758;0.0;18.758;-18.758;0.0;-18.758;141.0;0.133;0.0;0.0
1384;1741;653;-3.036;0.0;-3.036;3.036;0.0;3.036;338.0;0.009;0.0;0.0
1385;4458;653;21.436;0.0;21.436;-21.436;0.0;-21.436;1196.0;0.0179;0.0;0.0
1386;1741;653;-3.064;0.0;-3.064;3.064;0.0;3.064;347.0;0.0088;0.0;0.0
1387;4931;653;41.086;0.0;41.086;-41.086;0.0;-41.086;419.0;0.0981;0.0;0.0
1388;5789;653;22.669;0.0;22.669;-22.669;0.0;-22.669;1696.0;0.0134;0.0;0.0
1389;1786;654;36.827;0.0;36.827;-36.827;0.0;-36.827;1017.0;0.0362;0.0;0.0
1390;5189;654;14.473;0.0;14.473;-14.473;0.0;-14.473;4316.0;0.0034;0.0;0.0
1391;3181;655;-23.8;0.0;-23.8;23.8;0.0;23.8;279.0;0.0853;0.0;0.0
1392;3577;655;14.577;0.0;14.577;-14.577;0.0;-14.577;186.0;0.0784;0.0;0.0
1393;5227;655;21.023;0.0;21.023;-21.023;0.0;-21.023;237.0;0.0887;0.0;0.0
1394;5190;656;0.0;0.0;0.0;0.0;0.0;0.0;879.0;0.0;0.0;0.0
1395;5191;657;0.0;0.0;0.0;0.0;0.0;0.0;12010.0;0.0;0.0;0.0
1396;2006;658;-23.633;0.0;-23.633;23.633;0.0;23.633;350.0;0.0675;0.0;0.0
1397;2752;658;-12.181;0.0;-12.181;12.181;0.0;12.181;132.0;0.0923;0.0;0.0
1398;2861;658;-19.955;0.0;-19.955;19.955;0.0;19.955;497.0;0.0402;0.0;0.0
1399;4372;658;-3.0;0.0;-3.0;3.0;0.0;3.0;408.0;0.0074;0.0;0.0
1400;5162;658;11.708;0.0;11.708;-11.708;0.0;-11.708;725.0;0.0161;0.0;0.0
1401;5433;658;0.0;0.0;0.0;-0.0;0.0;-0.0;241.0;0.0;0.0;0.0
1402;1078;658;1.584;0.0;1.584;-1.584;0.0;-1.584;69.0;0.023;0.0;0.0
1403;2191;658;-42.8;0.0;-42.8;42.8;0.0;42.8;251.0;0.1705;0.0;0.0
1404;5161;658;7.561;0.0;7.561;-7.561;0.0;-7.561;798.0;0.0095;0.0;0.0
1405;3400;659;150.233;0.0;150.233;-150.233;0.0;-150.233;296.0;0.5075;0.0;0.0
1406;2173;660;-5.257;0.0;-5.257;5.257;0.0;5.257;146.0;0.036;0.0;0.0
1407;3763;660;5.257;0.0;5.257;-5.257;0.0;-5.257;204.0;0.0258;0.0;0.0
1408;4118;661;7.4;0.0;7.4;-7.4;0.0;-7.4;115.0;0.0643;0.0;0.0
1409;1211;662;18.181;0.0;18.181;-18.181;0.0;-18.181;1090.0;0.0167;0.0;0.0
1410;3870;662;-11.795;0.0;-11.795;11.795;0.0;11.795;1702.0;0.0069;0.0;0.0
1411;1211;662;12.167;0.0;12.167;-12.167;0.0;-12.167;689.0;0.0177;0.0;0.0
1412;2744;663;-24.464;0.0;-24.464;24.464;0.0;24.464;507.0;0.0483;0.0;0.0
1413;3815;663;56.564;0.0;56.564;-56.564;0.0;-56.564;408.0;0.1386;0.0;0.0
1414;1625;664;12.0;0.0;12.0;-12.0;0.0;-12.0;4374.0;0.0027;0.0;0.0
1415;1434;665;11.007;0.0;11.007;-11.007;0.0;-11.007;302.0;0.0364;0.0;0.0
1416;5248;665;-9.407;0.0;-9.407;9.407;0.0;9.407;3171.0;0.003;0.0;0.0
1417;5642;666;-11.556;0.0;-11.556;11.556;0.0;11.556;3297.0;0.0035;0.0;0.0
1418;4895;667;0.0;0.0;0.0;0.0;0.0;0.0;934.0;0.0;0.0;0.0
1419;4468;672;-906.1;0.0;-906.1;906.1;0.0;906.1;183736.0;0.0049;0.0;0.0
1420;4467;671;-905.21;0.0;-905.21;905.21;0.0;905.21;170060.0;0.0053;0.0;0.0
1421;4468;670;-879.09;0.0;-879.09;879.09;0.0;879.09;158275.0;0.0056;0.0;0.0
1422;4467;669;-878.19;0.0;-878.19;878.19;0.0;878.19;158275.0;0.0055;0.0;0.0
1423;1822;673;-7.681;0.0;-7.681;7.681;0.0;7.681;178.0;0.0432;0.0;0.0
1424;2530;673;10.352;0.0;10.352;-10.352;0.0;-10.352;90.0;0.115;0.0;0.0
1425;2555;673;4.861;0.0;4.861;-4.861;0.0;-4.861;108.0;0.045;0.0;0.0
1426;2766;673;-11.104;0.0;-11.104;11.104;0.0;11.104;97.0;0.1145;0.0;0.0
1427;2230;673;-21.6;0.0;-21.6;21.6;0.0;21.6;1698.0;0.0127;0.0;0.0
1428;3671;674;25.172;0.0;25.172;-25.172;0.0;-25.172;487.0;0.0517;0.0;0.0
1429;2769;675;51.635;0.0;51.635;-51.635;0.0;-51.635;437.0;0.1182;0.0;0.0
1430;4851;675;-13.712;0.0;-13.712;13.712;0.0;13.712;399.0;0.0344;0.0;0.0
1431;5819;675;16.865;0.0;16.865;-16.865;0.0;-16.865;421.0;0.0401;0.0;0.0
1432;4851;675;-13.688;0.0;-13.688;13.688;0.0;13.688;398.0;0.0344;0.0;0.0
1433;1508;676;89.403;0.0;89.403;-89.403;0.0;-89.403;347.0;0.2576;0.0;0.0
1434;2025;676;-27.9;0.0;-27.9;27.9;0.0;27.9;446.0;0.0626;0.0;0.0
1435;5414;676;6.078;0.0;6.078;-6.078;0.0;-6.078;197.0;0.0309;0.0;0.0
1436;1392;677;-21.642;0.0;-21.642;21.642;0.0;21.642;169.0;0.1281;0.0;0.0
1437;3849;677;48.524;0.0;48.524;-48.524;0.0;-48.524;254.0;0.191;0.0;0.0
1438;4916;677;-17.338;0.0;-17.338;17.338;0.0;17.338;111.0;0.1562;0.0;0.0
1439;3380;678;2.3;0.0;2.3;-2.3;0.0;-2.3;354.0;0.0065;0.0;0.0
1440;3063;679;6.0;0.0;6.0;-6.0;0.0;-6.0;337.0;0.0178;0.0;0.0
1441;1756;680;-4.965;0.0;-4.965;4.965;0.0;4.965;222.0;0.0224;0.0;0.0
1442;1674;681;-37.817;0.0;-37.817;37.817;0.0;37.817;340.0;0.1112;0.0;0.0
1443;2713;681;36.517;0.0;36.517;-36.517;0.0;-36.517;325.0;0.1124;0.0;0.0
1444;2822;682;-32.143;0.0;-32.143;32.143;0.0;32.143;657.0;0.0489;0.0;0.0
1445;5399;682;-29.859;0.0;-29.859;29.859;0.0;29.859;600.0;0.0498;0.0;0.0
1446;5194;683;62.002;0.0;62.002;-62.002;0.0;-62.002;394.0;0.1574;0.0;0.0
1447;4938;684;14.0;0.0;14.0;-14.0;0.0;-14.0;807.0;0.0173;0.0;0.0
1448;2681;685;15.3;0.0;15.3;-15.3;0.0;-15.3;214.0;0.0715;0.0;0.0
1449;3561;686;10.355;0.0;10.355;-10.355;0.0;-10.355;1443.0;0.0072;0.0;0.0
1450;3561;686;10.36;0.0;10.36;-10.36;0.0;-10.36;1444.0;0.0072;0.0;0.0
1451;3561;686;11.018;0.0;11.018;-11.018;0.0;-11.018;1541.0;0.0072;0.0;0.0
1452;1319;687;0.0;0.0;0.0;-0.0;0.0;-0.0;328.0;0.0;0.0;0.0
1453;5195;687;0.0;0.0;0.0;0.0;0.0;0.0;85273.0;0.0;0.0;0.0
1454;3902;688;34.8;0.0;34.8;-34.8;0.0;-34.8;341.0;0.1021;0.0;0.0
1455;2001;689;0.0;0.0;0.0;0.0;0.0;0.0;499.0;0.0;0.0;0.0
1456;5416;689;4.149;0.0;4.149;-4.149;0.0;-4.149;316.0;0.0131;0.0;0.0
1457;1938;690;-1311.3;0.0;-1311.3;1311.3;0.0;1311.3;1842.0;0.7119;0.0;0.0
1458;4206;691;0.0;0.0;0.0;0.0;0.0;0.0;82782.0;0.0;0.0;0.0
1459;1938;692;-1311.3;0.0;-1311.3;1311.3;0.0;1311.3;1842.0;0.7119;0.0;0.0
1460;2348;693;4.8;0.0;4.8;-4.8;0.0;-4.8;27692.0;0.0002;0.0;0.0
1461;2349;694;4.0;0.0;4.0;-4.0;0.0;-4.0;30077.0;0.0001;0.0;0.0
1462;5488;695;-2.374;0.0;-2.374;2.374;0.0;2.374;193.0;0.0123;0.0;0.0
1463;4586;696;0.0;0.0;0.0;0.0;0.0;0.0;268.0;0.0;0.0;0.0
1464;891;697;21.082;0.0;21.082;-21.082;0.0;-21.082;1255.0;0.0168;0.0;0.0
1465;2814;697;43.129;0.0;43.129;-43.129;0.0;-43.129;249.0;0.1732;0.0;0.0
1466;2336;699;-35.0;0.0;-35.0;35.0;0.0;35.0;414.0;0.0845;0.0;0.0
1467;2336;698;0.0;0.0;0.0;0.0;0.0;0.0;414.0;0.0;0.0;0.0
1468;741;700;-9.305;0.0;-9.305;9.305;0.0;9.305;307.0;0.0303;0.0;0.0
1469;4031;700;-30.187;0.0;-30.187;30.187;0.0;30.187;355.0;0.085;0.0;0.0
1470;5581;700;-17.543;0.0;-17.543;17.543;0.0;17.543;1266.0;0.0139;0.0;0.0
1471;4686;700;-47.313;0.0;-47.313;47.313;0.0;47.313;527.0;0.0898;0.0;0.0
1472;5209;706;0.0;0.0;0.0;-0.0;0.0;-0.0;292.0;0.0;0.0;0.0
1473;3896;708;-11.534;0.0;-11.534;11.534;0.0;11.534;560.0;0.0206;0.0;0.0
1474;4317;707;-11.408;0.0;-11.408;11.408;0.0;11.408;436.0;0.0262;0.0;0.0
1475;5196;708;8.425;0.0;8.425;-8.425;0.0;-8.425;547.0;0.0154;0.0;0.0
1476;5722;708;3.109;0.0;3.109;-3.109;0.0;-3.109;631.0;0.0049;0.0;0.0
1477;4317;707;-11.592;0.0;-11.592;11.592;0.0;11.592;443.0;0.0262;0.0;0.0
1478;5265;709;88.5;0.0;88.5;-88.5;0.0;-88.5;558.0;0.1586;0.0;0.0
1479;4029;710;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0
1480;5416;710;10.851;0.0;10.851;-10.851;0.0;-10.851;460.0;0.0236;0.0;0.0
1481;5839;710;-0.914;0.0;-0.914;0.914;0.0;0.914;246.0;0.0037;0.0;0.0
1482;4857;710;-6.037;0.0;-6.037;6.037;0.0;6.037;94.0;0.0642;0.0;0.0
1483;5721;711;24.0;0.0;24.0;-24.0;0.0;-24.0;930.0;0.0258;0.0;0.0
1484;2616;716;-72.568;0.0;-72.568;72.568;0.0;72.568;157.0;0.4622;0.0;0.0
1485;2731;716;-11.508;0.0;-11.508;11.508;0.0;11.508;299.0;0.0385;0.0;0.0
1486;2912;715;-41.983;0.0;-41.983;41.983;0.0;41.983;2138.0;0.0196;0.0;0.0
1487;3314;715;-13.148;0.0;-13.148;13.148;0.0;13.148;769.0;0.0171;0.0;0.0
1488;5436;715;-18.373;0.0;-18.373;18.373;0.0;18.373;769.0;0.0239;0.0;0.0
1489;3314;715;-13.152;0.0;-13.152;13.152;0.0;13.152;769.0;0.0171;0.0;0.0
1490;1723;717;139.301;0.0;139.301;-139.301;0.0;-139.301;404.0;0.3448;0.0;0.0
1491;2056;717;289.97;0.0;289.97;-289.97;0.0;-289.97;558.0;0.5197;0.0;0.0
1492;4142;717;-378.205;0.0;-378.205;378.205;0.0;378.205;558.0;0.6778;0.0;0.0
1493;5401;717;220.565;0.0;220.565;-220.565;0.0;-220.565;485.0;0.4548;0.0;0.0
1494;5197;718;0.0;0.0;0.0;0.0;0.0;0.0;13344.0;0.0;0.0;0.0
1495;5232;719;34.542;0.0;34.542;-34.542;0.0;-34.542;265.0;0.1303;0.0;0.0
1496;4444;720;-0.2;0.0;-0.2;0.2;0.0;0.2;6053.0;0.0;0.0;0.0
1497;962;721;3.837;0.0;3.837;-3.837;0.0;-3.837;140.0;0.0274;0.0;0.0
1498;5007;721;25.713;0.0;25.713;-25.713;0.0;-25.713;141.0;0.1824;0.0;0.0
1499;1186;721;9.352;0.0;9.352;-9.352;0.0;-9.352;312.0;0.03;0.0;0.0
1500;3037;721;-10.503;0.0;-10.503;10.503;0.0;10.503;749.0;0.014;0.0;0.0
1501;1930;722;29.3;0.0;29.3;-29.3;0.0;-29.3;2340.0;0.0125;0.0;0.0
1502;721;723;26.9;0.0;26.9;-26.9;0.0;-26.9;1471.0;0.0183;0.0;0.0
1503;3567;724;-5.214;0.0;-5.214;5.214;0.0;5.214;317.0;0.0164;0.0;0.0
1504;5815;724;15.014;0.0;15.014;-15.014;0.0;-15.014;420.0;0.0357;0.0;0.0
1505;5348;725;32.298;0.0;32.298;-32.298;0.0;-32.298;988.0;0.0327;0.0;0.0
1506;5532;725;-23.441;0.0;-23.441;23.441;0.0;23.441;494.0;0.0475;0.0;0.0
1507;4329;725;30.643;0.0;30.643;-30.643;0.0;-30.643;399.0;0.0768;0.0;0.0
1508;966;726;-48.572;0.0;-48.572;48.572;0.0;48.572;306.0;0.1587;0.0;0.0
1509;4284;726;-1.0;0.0;-1.0;1.0;0.0;1.0;3054.0;0.0003;0.0;0.0
1510;4738;726;49.572;0.0;49.572;-49.572;0.0;-49.572;274.0;0.1809;0.0;0.0
1511;5198;727;15.292;0.0;15.292;-15.292;0.0;-15.292;1403.0;0.0109;0.0;0.0
1512;5634;727;35.608;0.0;35.608;-35.608;0.0;-35.608;5354.0;0.0067;0.0;0.0
1513;1392;728;-12.258;0.0;-12.258;12.258;0.0;12.258;153.0;0.0801;0.0;0.0
1514;1904;728;20.279;0.0;20.279;-20.279;0.0;-20.279;154.0;0.1317;0.0;0.0
1515;5677;728;21.578;0.0;21.578;-21.578;0.0;-21.578;306.0;0.0705;0.0;0.0
1516;2847;729;9.535;0.0;9.535;-9.535;0.0;-9.535;334.0;0.0285;0.0;0.0
1517;4279;729;-41.0;0.0;-41.0;41.0;0.0;41.0;7550.0;0.0054;0.0;0.0
1518;4743;729;17.466;0.0;17.466;-17.466;0.0;-17.466;374.0;0.0467;0.0;0.0
1519;4278;729;0.0;0.0;0.0;0.0;0.0;0.0;7550.0;0.0;0.0;0.0
1520;4743;729;16.966;0.0;16.966;-16.966;0.0;-16.966;363.0;0.0467;0.0;0.0
1521;2182;731;-1.665;0.0;-1.665;1.665;0.0;1.665;145.0;0.0115;0.0;0.0
1522;2453;731;-25.308;0.0;-25.308;25.308;0.0;25.308;136.0;0.1861;0.0;0.0
1523;2723;730;-30.3;0.0;-30.3;30.3;0.0;30.3;88.0;0.3443;0.0;0.0
1524;4138;730;-12.386;0.0;-12.386;12.386;0.0;12.386;310.0;0.04;0.0;0.0
1525;4146;730;-12.421;0.0;-12.421;12.421;0.0;12.421;98.0;0.1267;0.0;0.0
1526;5508;730;10.743;0.0;10.743;-10.743;0.0;-10.743;156.0;0.0689;0.0;0.0
1527;5580;730;-5.954;0.0;-5.954;5.954;0.0;5.954;380.0;0.0157;0.0;0.0
1528;2182;731;-1.652;0.0;-1.652;1.652;0.0;1.652;145.0;0.0114;0.0;0.0
1529;4138;730;-12.813;0.0;-12.813;12.813;0.0;12.813;321.0;0.0399;0.0;0.0
1530;4591;730;-3.0;0.0;-3.0;3.0;0.0;3.0;1086.0;0.0028;0.0;0.0
1531;858;732;160.041;0.0;160.041;-160.041;0.0;-160.041;311.0;0.5146;0.0;0.0
1532;2465;732;-74.316;0.0;-74.316;74.316;0.0;74.316;540.0;0.1376;0.0;0.0
1533;2655;732;8.517;0.0;8.517;-8.517;0.0;-8.517;362.0;0.0235;0.0;0.0
1534;4119;732;37.678;0.0;37.678;-37.678;0.0;-37.678;413.0;0.0912;0.0;0.0
1535;5697;732;-27.17;0.0;-27.17;27.17;0.0;27.17;413.0;0.0658;0.0;0.0
1536;2466;732;10.878;0.0;10.878;-10.878;0.0;-10.878;604.0;0.018;0.0;0.0
1537;2466;732;11.332;0.0;11.332;-11.332;0.0;-11.332;935.0;0.0121;0.0;0.0
1538;3349;734;20.0;0.0;20.0;-20.0;0.0;-20.0;467.0;0.0428;0.0;0.0
1539;3349;733;30.9;0.0;30.9;-30.9;0.0;-30.9;474.0;0.0652;0.0;0.0
1540;3349;735;22.9;0.0;22.9;-22.9;0.0;-22.9;482.0;0.0475;0.0;0.0
1541;928;736;13.504;0.0;13.504;-13.504;0.0;-13.504;640.0;0.0211;0.0;0.0
1542;928;736;12.696;0.0;12.696;-12.696;0.0;-12.696;601.0;0.0211;0.0;0.0
1543;972;737;14.9;0.0;14.9;-14.9;0.0;-14.9;277.0;0.0538;0.0;0.0
1544;5199;738;0.0;0.0;0.0;0.0;0.0;0.0;37051.0;0.0;0.0;0.0
1545;5200;739;-2.8;0.0;-2.8;2.8;0.0;2.8;12010.0;0.0002;0.0;0.0
1546;2162;740;9.0;0.0;9.0;-9.0;0.0;-9.0;3789.0;0.0024;0.0;0.0
1547;4832;743;46.3;0.0;46.3;-46.3;0.0;-46.3;704.0;0.0658;0.0;0.0
1548;1562;744;-7.8;0.0;-7.8;7.8;0.0;7.8;308785.0;0.0;0.0;0.0
1549;4047;744;276.458;0.0;276.458;-276.458;0.0;-276.458;461.0;0.5997;0.0;0.0
1550;2533;747;-20.443;0.0;-20.443;20.443;0.0;20.443;229.0;0.0893;0.0;0.0
1551;3660;747;-28.271;0.0;-28.271;28.271;0.0;28.271;462.0;0.0612;0.0;0.0
1552;4777;747;-22.783;0.0;-22.783;22.783;0.0;22.783;299.0;0.0762;0.0;0.0
1553;5474;747;-19.287;0.0;-19.287;19.287;0.0;19.287;216.0;0.0893;0.0;0.0
1554;1674;748;-14.142;0.0;-14.142;14.142;0.0;14.142;363.0;0.039;0.0;0.0
1555;2713;748;104.925;0.0;104.925;-104.925;0.0;-104.925;363.0;0.289;0.0;0.0
1556;750;749;-18.722;0.0;-18.722;18.722;0.0;18.722;441.0;0.0425;0.0;0.0
1557;5043;749;18.722;0.0;18.722;-18.722;0.0;-18.722;462.0;0.0405;0.0;0.0
1558;3667;750;-18.722;0.0;-18.722;18.722;0.0;18.722;386.0;0.0485;0.0;0.0
1559;3617;751;10.5;0.0;10.5;-10.5;0.0;-10.5;2859.0;0.0037;0.0;0.0
1560;3429;752;12.9;0.0;12.9;-12.9;0.0;-12.9;200.0;0.0645;0.0;0.0
1561;487;753;4.0;0.0;4.0;-4.0;0.0;-4.0;19914.0;0.0002;0.0;0.0
1562;2012;754;37.24;0.0;37.24;-37.24;0.0;-37.24;219.0;0.17;0.0;0.0
1563;2043;754;-15.371;0.0;-15.371;15.371;0.0;15.371;160.0;0.0961;0.0;0.0
1564;5054;754;-8.869;0.0;-8.869;8.869;0.0;8.869;136.0;0.0652;0.0;0.0
1565;1220;755;-8.0;0.0;-8.0;8.0;0.0;8.0;135.0;0.0593;0.0;0.0
1566;4092;755;7.909;0.0;7.909;-7.909;0.0;-7.909;114.0;0.0694;0.0;0.0
1567;4956;755;12.891;0.0;12.891;-12.891;0.0;-12.891;93.0;0.1386;0.0;0.0
1568;1477;757;9.213;0.0;9.213;-9.213;0.0;-9.213;131.0;0.0703;0.0;0.0
1569;3441;757;1.187;0.0;1.187;-1.187;0.0;-1.187;164.0;0.0072;0.0;0.0
1570;4689;758;24.2;0.0;24.2;-24.2;0.0;-24.2;387.0;0.0625;0.0;0.0
1571;2550;759;-40.651;0.0;-40.651;40.651;0.0;40.651;482.0;0.0843;0.0;0.0
1572;4744;759;-54.254;0.0;-54.254;54.254;0.0;54.254;470.0;0.1154;0.0;0.0
1573;2550;759;-39.374;0.0;-39.374;39.374;0.0;39.374;482.0;0.0817;0.0;0.0
1574;4744;759;-53.571;0.0;-53.571;53.571;0.0;53.571;470.0;0.114;0.0;0.0
1575;459;760;98.665;0.0;98.665;-98.665;0.0;-98.665;1355.0;0.0728;0.0;0.0
1576;459;760;98.684;0.0;98.684;-98.684;0.0;-98.684;1355.0;0.0728;0.0;0.0
1577;2746;761;36.297;0.0;36.297;-36.297;0.0;-36.297;349.0;0.104;0.0;0.0
1578;2957;761;17.864;0.0;17.864;-17.864;0.0;-17.864;426.0;0.0419;0.0;0.0
