BUS;V_pu;Theta_deg;P_MW;Q_MVAr;PG_MW;QG_MVAr;PD_MW;QD_MVAr;Psh_MW;Qsh_MVAr
3038;1.0;-25.78;35.5;0.0;0.0;0.0;-35.5;0.0;0.0;0.0
3039;1.0;-42.23;-1.3;0.0;0.0;0.0;1.3;0.0;0.0;0.0
3040;1.0;-27.14;-21.8;0.0;0.0;0.0;21.8;0.0;0.0;0.0
3041;1.0;-25.81;-0.9;0.0;0.0;0.0;0.9;0.0;0.0;0.0
3042;1.0;-26.16;-56.8;0.0;0.0;0.0;56.8;0.0;0.0;0.0
3043;1.0;-34.01;-20.5;0.0;0.0;0.0;20.5;0.0;0.0;0.0
3044;1.0;-28.92;-22.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0
3045;1.0;-32.98;-11.9;0.0;0.0;0.0;11.9;0.0;0.0;0.0
3046;1.0;-18.53;-40.6;0.0;0.0;0.0;40.6;0.0;0.0;0.0
3047;1.0;-28.71;-41.3;0.0;0.0;0.0;41.3;0.0;0.0;0.0
3048;1.0;-26.74;-10.4;0.0;0.0;0.0;10.4;0.0;0.0;0.0
3049;1.0;-28.89;-44.0;0.0;16.0;0.0;60.0;0.0;0.0;0.0
3050;1.0;-29.5;-9.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
3051;1.0;-29.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3052;1.0;-36.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3053;1.0;-35.73;-1.2;0.0;0.0;0.0;1.2;0.0;0.0;0.0
3054;1.0;-31.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3055;1.0;-31.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3056;1.0;-18.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3057;1.0;-18.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3058;1.0;-18.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3059;1.0;-29.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3060;1.0;-49.63;-39.8;0.0;0.0;0.0;39.8;0.0;0.0;0.0
3061;1.0;-44.6;-15.9;0.0;0.0;0.0;15.9;0.0;0.0;0.0
3062;1.0;-45.64;-30.5;0.0;0.0;0.0;30.5;0.0;0.0;0.0
3063;1.0;-29.04;-21.3;0.0;0.0;0.0;21.3;0.0;0.0;0.0
3064;1.0;-25.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3065;1.0;-31.85;-15.8;0.0;0.0;0.0;15.8;0.0;0.0;0.0
3066;1.0;-33.92;-31.7;0.0;0.0;0.0;31.7;0.0;0.0;0.0
3067;1.0;-36.99;-29.3;0.0;0.0;0.0;29.3;0.0;0.0;0.0
3068;1.0;-34.58;-49.9;0.0;0.0;0.0;49.9;0.0;0.0;0.0
3069;1.0;-34.55;-33.4;0.0;0.0;0.0;33.4;0.0;0.0;0.0
3070;1.0;-30.14;-6.4;0.0;0.0;0.0;6.4;0.0;0.0;0.0
3071;1.0;-34.4;-4.7;0.0;0.0;0.0;4.7;0.0;0.0;0.0
3072;1.0;-47.32;-25.9;0.0;0.0;0.0;25.9;0.0;0.0;0.0
3073;1.0;-29.34;-34.2;0.0;0.0;0.0;34.2;0.0;0.0;0.0
3074;1.0;-27.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3075;1.0;-27.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3076;1.0;-31.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3077;1.0;-23.33;-1.9;0.0;0.0;0.0;1.9;0.0;0.0;0.0
3078;1.0;-30.46;-20.3;0.0;0.0;0.0;20.3;0.0;0.0;0.0
3079;1.0;-32.6;-3.9;0.0;0.0;0.0;3.9;0.0;0.0;0.0
3080;1.0;-42.76;-12.5;0.0;0.0;0.0;12.5;0.0;0.0;0.0
3081;1.0;-13.75;-23.6;0.0;0.0;0.0;23.6;0.0;0.0;0.0
3082;1.0;-12.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3083;1.0;-31.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3084;1.0;-31.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3085;1.0;-26.24;-93.0;0.0;0.0;0.0;93.0;0.0;0.0;0.0
3086;1.0;-24.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3087;1.0;-26.03;-3.1;0.0;0.0;0.0;3.1;0.0;0.0;0.0
3088;1.0;-23.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3089;1.0;-32.36;-5.9;0.0;0.0;0.0;5.9;0.0;0.0;0.0
3090;1.0;-39.12;-30.8;0.0;0.0;0.0;30.8;0.0;0.0;0.0
3091;1.0;-34.14;-29.8;0.0;0.0;0.0;29.8;0.0;0.0;0.0
3092;1.0;-42.17;-19.5;0.0;0.0;0.0;19.5;0.0;0.0;0.0
3093;1.0;-22.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3094;1.0;-22.02;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3095;1.0;-32.42;-14.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0
3096;1.0;-47.78;-17.8;0.0;0.0;0.0;17.8;0.0;0.0;0.0
3097;1.0;-41.01;-13.6;0.0;0.0;0.0;13.6;0.0;0.0;0.0
3098;1.0;-28.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3099;1.0;-36.28;-26.2;0.0;0.0;0.0;26.2;0.0;0.0;0.0
3100;1.0;-28.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3101;1.0;-26.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3102;1.0;-42.23;-75.2;0.0;0.0;0.0;75.2;0.0;0.0;0.0
3103;1.0;-13.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3104;1.0;-24.06;-32.1;0.0;0.0;0.0;32.1;0.0;0.0;0.0
3105;1.0;-20.56;-15.8;0.0;0.0;0.0;15.8;0.0;0.0;0.0
3106;1.0;-22.29;-9.9;0.0;0.0;0.0;9.9;0.0;0.0;0.0
3107;1.0;-21.96;-7.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0
3108;1.0;-44.42;-34.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0
3109;1.0;-39.61;-70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0
3110;1.0;-19.23;1.2;0.0;0.0;0.0;-1.2;0.0;0.0;0.0
3111;1.0;-30.48;-53.4;0.0;0.0;0.0;53.4;0.0;0.0;0.0
3112;1.0;-26.31;-46.4;0.0;0.0;0.0;46.4;0.0;0.0;0.0
3113;1.0;-64.54;-11.6;0.0;0.0;0.0;11.6;0.0;0.0;0.0
3114;1.0;-31.24;0.2;0.0;0.0;0.0;-0.2;0.0;0.0;0.0
3115;1.0;-32.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3116;1.0;-16.56;0.4;0.0;0.0;0.0;-0.4;0.0;0.0;0.0
3117;1.0;-8.87;38.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0
3118;1.0;-8.87;38.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0
3119;1.0;-16.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3120;1.0;-16.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3121;1.0;-16.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3122;1.0;-51.24;-22.6;0.0;0.0;0.0;22.6;0.0;0.0;0.0
3123;1.0;-28.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3124;1.0;-61.18;-7.3;0.0;0.0;0.0;7.3;0.0;0.0;0.0
3125;1.0;-31.82;8.8;0.0;20.8;0.0;12.0;0.0;0.0;0.0
3126;1.0;-17.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3127;1.0;-24.02;-91.7;0.0;0.0;0.0;91.7;0.0;0.0;0.0
3128;1.0;-23.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3129;1.0;-20.46;-36.1;0.0;0.0;0.0;36.1;0.0;0.0;0.0
3130;1.0;-26.82;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
3131;1.0;-32.15;-26.5;0.0;0.0;0.0;26.5;0.0;0.0;0.0
3132;1.0;-37.28;-13.7;0.0;0.0;0.0;13.7;0.0;0.0;0.0
3133;1.0;-34.24;-38.6;0.0;0.0;0.0;38.6;0.0;0.0;0.0
3134;1.0;-25.95;-31.2;0.0;0.0;0.0;31.2;0.0;0.0;0.0
3135;1.0;-22.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3136;1.0;-29.47;14.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0
3137;1.0;-26.74;-60.1;0.0;0.0;0.0;60.1;0.0;0.0;0.0
3138;1.0;-26.71;-42.2;0.0;0.0;0.0;42.2;0.0;0.0;0.0
3139;1.0;-22.35;-12.6;0.0;0.0;0.0;12.6;0.0;0.0;0.0
3140;1.0;-10.83;-33.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0
3141;1.0;-21.41;-47.1;0.0;0.0;0.0;47.1;0.0;0.0;0.0
3142;1.0;-20.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3143;1.0;-26.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3144;1.0;-35.94;-6.5;0.0;0.0;0.0;6.5;0.0;0.0;0.0
3145;1.0;-38.06;-17.7;0.0;0.0;0.0;17.7;0.0;0.0;0.0
3146;1.0;-35.94;-54.5;0.0;0.0;0.0;54.5;0.0;0.0;0.0
3147;1.0;-24.12;-6.7;0.0;19.1;0.0;25.8;0.0;0.0;0.0
3148;1.0;-28.68;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3149;1.0;-23.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3150;1.0;-23.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3151;1.0;-27.36;-16.8;0.0;0.0;0.0;16.8;0.0;0.0;0.0
3152;1.0;-23.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3153;1.0;-23.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3154;1.0;-23.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3155;1.0;-27.37;-4.9;0.0;0.0;0.0;4.9;0.0;0.0;0.0
3156;1.0;-24.54;-32.5;0.0;0.0;0.0;32.5;0.0;0.0;0.0
3157;1.0;-29.15;48.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0
3158;1.0;-33.74;-32.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0
3159;1.0;-29.67;16.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0
3160;1.0;-35.01;-20.1;0.0;0.0;0.0;20.1;0.0;0.0;0.0
3161;1.0;-37.51;-23.6;0.0;0.0;0.0;23.6;0.0;0.0;0.0
3162;1.0;-25.04;-0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.0
3163;1.0;-41.99;-117.4;0.0;0.0;0.0;117.4;0.0;0.0;0.0
3164;1.0;-21.11;-9.4;0.0;0.0;0.0;9.4;0.0;0.0;0.0
3165;1.0;-18.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3166;1.0;-28.63;-1.8;0.0;0.0;0.0;1.8;0.0;0.0;0.0
3167;1.0;-38.6;-57.4;0.0;0.0;0.0;57.4;0.0;0.0;0.0
3168;1.0;-36.81;-44.1;0.0;0.0;0.0;44.1;0.0;0.0;0.0
3169;1.0;-35.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3170;1.0;-28.26;-0.7;0.0;0.0;0.0;0.7;0.0;0.0;0.0
3171;1.0;-29.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3172;1.0;-31.74;-15.3;0.0;0.0;0.0;15.3;0.0;0.0;0.0
3173;1.0;-36.77;-0.7;0.0;0.0;0.0;0.7;0.0;0.0;0.0
3174;1.0;-17.34;-48.5;0.0;0.0;0.0;48.5;0.0;0.0;0.0
3175;1.0;-34.33;-38.9;0.0;0.0;0.0;38.9;0.0;0.0;0.0
3176;1.0;-31.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3177;1.0;-60.96;-8.4;0.0;0.0;0.0;8.4;0.0;0.0;0.0
3178;1.0;-22.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3179;1.0;-29.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3180;1.0;-25.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3181;1.0;-30.85;-18.8;0.0;0.0;0.0;18.8;0.0;0.0;0.0
3182;1.0;-33.4;-25.3;0.0;0.0;0.0;25.3;0.0;0.0;0.0
3183;1.0;-32.24;-10.5;0.0;0.0;0.0;10.5;0.0;0.0;0.0
3184;1.0;-40.6;-27.7;0.0;0.0;0.0;27.7;0.0;0.0;0.0
3185;1.0;-36.58;-48.5;0.0;0.0;0.0;48.5;0.0;0.0;0.0
3186;1.0;-25.42;-22.9;0.0;0.0;0.0;22.9;0.0;0.0;0.0
3187;1.0;-32.02;-11.3;0.0;0.0;0.0;11.3;0.0;0.0;0.0
3188;1.0;-27.13;-13.3;0.0;0.0;0.0;13.3;0.0;0.0;0.0
3189;1.0;-26.66;-3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
3190;1.0;-28.95;-45.8;0.0;0.0;0.0;45.8;0.0;0.0;0.0
3191;1.0;-39.14;-15.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0
3192;1.0;-39.14;-25.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0
3193;1.0;-33.47;-31.2;0.0;0.0;0.0;31.2;0.0;0.0;0.0
3194;1.0;-24.52;-37.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0
3195;1.0;-29.28;-35.2;0.0;0.0;0.0;35.2;0.0;0.0;0.0
3196;1.0;-33.4;-8.7;0.0;0.0;0.0;8.7;0.0;0.0;0.0
3197;1.0;-33.32;-40.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0
3198;1.0;-30.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3199;1.0;-32.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3200;1.0;-30.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3201;1.0;-27.71;-56.3;0.0;0.0;0.0;56.3;0.0;0.0;0.0
3202;1.0;-26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3203;1.0;-32.38;-12.9;0.0;0.0;0.0;12.9;0.0;0.0;0.0
3204;1.0;-36.85;-30.3;0.0;0.0;0.0;30.3;0.0;0.0;0.0
3205;1.0;-38.44;-0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.0
3206;1.0;-45.27;-20.1;0.0;0.0;0.0;20.1;0.0;0.0;0.0
3207;1.0;-39.31;-14.7;0.0;0.0;0.0;14.7;0.0;0.0;0.0
3208;1.0;-27.04;-22.1;0.0;0.0;0.0;22.1;0.0;0.0;0.0
3209;1.0;-11.43;-18.7;0.0;0.0;0.0;18.7;0.0;0.0;0.0
3210;1.0;-17.3;9.0;0.0;20.0;0.0;11.0;0.0;0.0;0.0
3211;1.0;-25.99;-48.2;0.0;0.0;0.0;48.2;0.0;0.0;0.0
3212;1.0;-39.66;-127.0;0.0;0.0;0.0;127.0;0.0;0.0;0.0
3213;1.0;-18.9;-7.5;0.0;0.0;0.0;7.5;0.0;0.0;0.0
3214;1.0;-28.44;-0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0
3215;1.0;-39.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3216;1.0;-43.72;-2.9;0.0;0.0;0.0;2.9;0.0;0.0;0.0
3217;1.0;-39.72;-163.3;0.0;0.0;0.0;163.3;0.0;0.0;0.0
3218;1.0;-50.09;-46.9;0.0;0.0;0.0;46.9;0.0;0.0;0.0
3219;1.0;-33.64;-16.6;0.0;0.0;0.0;16.6;0.0;0.0;0.0
3220;1.0;-37.98;-59.5;0.0;0.0;0.0;59.5;0.0;0.0;0.0
3221;1.0;-36.63;-5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
3222;1.0;-33.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3223;1.0;-32.56;-0.6;0.0;0.0;0.0;0.6;0.0;0.0;0.0
3224;1.0;-33.11;-18.2;0.0;0.0;0.0;18.2;0.0;0.0;0.0
3225;1.0;-23.72;-3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
3226;1.0;-48.77;-28.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0
3227;1.0;-36.66;-25.7;0.0;0.0;0.0;25.7;0.0;0.0;0.0
3228;1.0;-34.29;-4.8;0.0;0.0;0.0;4.8;0.0;0.0;0.0
3229;1.0;-17.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3230;1.0;-12.1;-19.2;0.0;0.0;0.0;19.2;0.0;0.0;0.0
3231;1.0;-38.2;-50.2;0.0;0.0;0.0;50.2;0.0;0.0;0.0
3232;1.0;-38.2;-50.2;0.0;0.0;0.0;50.2;0.0;0.0;0.0
3233;1.0;-38.2;-44.7;0.0;0.0;0.0;44.7;0.0;0.0;0.0
3234;1.0;-37.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3235;1.0;-51.13;-35.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0
3236;1.0;-23.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3237;1.0;-24.04;-1.3;0.0;0.0;0.0;1.3;0.0;0.0;0.0
3238;1.0;-28.54;-24.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0
3239;1.0;-25.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3240;1.0;-22.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3241;1.0;-21.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3242;1.0;-62.33;-7.4;0.0;0.0;0.0;7.4;0.0;0.0;0.0
3243;1.0;-9.54;-24.1;0.0;0.0;0.0;24.1;0.0;0.0;0.0
3244;1.0;-38.94;-19.5;0.0;0.0;0.0;19.5;0.0;0.0;0.0
3245;1.0;-27.02;-30.7;0.0;0.0;0.0;30.7;0.0;0.0;0.0
3246;1.0;-28.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3247;1.0;-28.63;-35.6;0.0;0.0;0.0;35.6;0.0;0.0;0.0
3248;1.0;-37.0;-3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
3249;1.0;-36.71;-8.2;0.0;0.0;0.0;8.2;0.0;0.0;0.0
3250;1.0;-52.88;-47.7;0.0;0.0;0.0;47.7;0.0;0.0;0.0
3251;1.0;-26.45;-44.1;0.0;0.0;0.0;44.1;0.0;0.0;0.0
3252;1.0;-40.83;-10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0
3253;1.0;-23.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3254;1.0;-19.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3255;1.0;-19.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3256;1.0;-19.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3257;1.0;-23.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3258;1.0;-34.19;-46.9;0.0;0.0;0.0;46.9;0.0;0.0;0.0
3259;1.0;-31.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3260;1.0;-41.97;-17.3;0.0;0.0;0.0;17.3;0.0;0.0;0.0
3261;1.0;-29.69;-21.2;0.0;0.0;0.0;21.2;0.0;0.0;0.0
3262;1.0;-31.7;-66.6;0.0;0.0;0.0;66.6;0.0;0.0;0.0
3263;1.0;-20.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3264;1.0;-28.02;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0
3265;1.0;-30.41;28.4;0.0;32.7;0.0;4.3;0.0;0.0;0.0
3266;1.0;-21.83;84.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0
3267;1.0;-36.81;-15.4;0.0;0.0;0.0;15.4;0.0;0.0;0.0
3268;1.0;-41.46;-33.1;0.0;0.0;0.0;33.1;0.0;0.0;0.0
3269;1.0;-25.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3270;1.0;-24.36;-35.8;0.0;0.0;0.0;35.8;0.0;0.0;0.0
3271;1.0;-39.18;-97.3;0.0;0.0;0.0;97.3;0.0;0.0;0.0
3272;1.0;-31.86;-19.8;0.0;0.0;0.0;19.8;0.0;0.0;0.0
3273;1.0;-37.22;-143.2;0.0;0.0;0.0;143.2;0.0;0.0;0.0
3274;1.0;-25.4;-32.8;0.0;0.0;0.0;32.8;0.0;0.0;0.0
3275;1.0;-36.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3276;1.0;-18.68;-18.4;0.0;0.0;0.0;18.4;0.0;0.0;0.0
3277;1.0;-30.84;-64.9;0.0;0.0;0.0;64.9;0.0;0.0;0.0
3278;1.0;-22.28;-5.4;0.0;0.0;0.0;5.4;0.0;0.0;0.0
3279;1.0;-21.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3280;1.0;-21.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3281;1.0;-22.0;1.8;0.0;0.0;0.0;-1.8;0.0;0.0;0.0
3282;1.0;-16.49;37.1;0.0;36.1;0.0;-1.0;0.0;0.0;0.0
3283;1.0;-22.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3284;1.0;-21.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3285;1.0;-21.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3286;1.0;-21.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3287;1.0;-25.52;-2.4;0.0;0.0;0.0;2.4;0.0;0.0;0.0
3288;1.0;-22.16;-63.6;0.0;0.0;0.0;63.6;0.0;0.0;0.0
3289;1.0;-30.76;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
3290;1.0;-11.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3291;1.0;-11.69;-49.1;0.0;0.0;0.0;49.1;0.0;0.0;0.0
3292;1.0;-31.48;-28.1;0.0;0.0;0.0;28.1;0.0;0.0;0.0
3293;1.0;-30.45;-11.3;0.0;0.0;0.0;11.3;0.0;0.0;0.0
3294;1.0;-29.72;0.1;0.0;0.0;0.0;-0.1;0.0;0.0;0.0
3295;1.0;-22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3296;1.0;-40.95;-5.6;0.0;0.0;0.0;5.6;0.0;0.0;0.0
3297;1.0;-30.78;-22.1;0.0;0.0;0.0;22.1;0.0;0.0;0.0
3298;1.0;-24.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3299;1.0;-32.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3300;1.0;-33.02;-1.2;0.0;0.0;0.0;1.2;0.0;0.0;0.0
3301;1.0;-33.55;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0
3302;1.0;-24.75;-54.5;0.0;0.0;0.0;54.5;0.0;0.0;0.0
3303;1.0;-53.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3304;1.0;-63.26;-23.1;0.0;0.0;0.0;23.1;0.0;0.0;0.0
3305;1.0;-31.27;0.2;0.0;0.0;0.0;-0.2;0.0;0.0;0.0
3306;1.0;-42.58;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
3307;1.0;-33.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3308;1.0;-27.72;33.3;0.0;34.0;0.0;0.7;0.0;0.0;0.0
3309;1.0;-33.9;-2.5;0.0;0.0;0.0;2.5;0.0;0.0;0.0
3310;1.0;-27.04;-12.9;0.0;0.0;0.0;12.9;0.0;0.0;0.0
3311;1.0;-28.16;-47.8;0.0;0.0;0.0;47.8;0.0;0.0;0.0
3312;1.0;-25.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3313;1.0;-26.54;7.4;0.0;10.2;0.0;2.8;0.0;0.0;0.0
3314;1.0;-35.35;-29.7;0.0;0.0;0.0;29.7;0.0;0.0;0.0
3315;1.0;-50.56;-27.2;0.0;0.0;0.0;27.2;0.0;0.0;0.0
3316;1.0;-23.47;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
3317;1.0;-18.64;1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
3318;1.0;-18.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3319;1.0;-18.25;-34.1;0.0;0.0;0.0;34.1;0.0;0.0;0.0
3320;1.0;-18.37;-19.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0
3321;1.0;-28.5;-0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0
3322;1.0;-28.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3323;1.0;-24.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3324;1.0;-29.94;1.9;0.0;0.0;0.0;-1.9;0.0;0.0;0.0
3325;1.0;-30.26;-6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
3326;1.0;-31.99;-4.5;0.0;0.0;0.0;4.5;0.0;0.0;0.0
3327;1.0;-29.57;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
3328;1.0;-39.85;-0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.0
3329;1.0;-39.91;-4.3;0.0;0.0;0.0;4.3;0.0;0.0;0.0
3330;1.0;-23.16;-18.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0
3331;1.0;-28.13;-22.9;0.0;0.0;0.0;22.9;0.0;0.0;0.0
3332;1.0;-24.2;-13.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0
3333;1.0;-24.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3334;1.0;-24.68;-56.5;0.0;0.0;0.0;56.5;0.0;0.0;0.0
3335;1.0;-22.99;-24.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0
3336;1.0;-20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3337;1.0;-29.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3338;1.0;-37.21;-28.4;0.0;0.0;0.0;28.4;0.0;0.0;0.0
3339;1.0;-37.06;-54.8;0.0;0.0;0.0;54.8;0.0;0.0;0.0
3340;1.0;-42.04;-15.2;0.0;0.0;0.0;15.2;0.0;0.0;0.0
3341;1.0;-41.99;-0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0
3342;1.0;-39.88;-73.5;0.0;0.0;0.0;73.5;0.0;0.0;0.0
3343;1.0;-26.09;-3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
3344;1.0;-28.07;-2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
3345;1.0;-27.92;-28.5;0.0;0.0;0.0;28.5;0.0;0.0;0.0
3346;1.0;-25.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3347;1.0;-30.19;-9.5;0.0;0.0;0.0;9.5;0.0;0.0;0.0
3348;1.0;-51.3;-37.6;0.0;0.0;0.0;37.6;0.0;0.0;0.0
