BUSES REPORT
============================================================================================================================= 
   BUS    V (pu)     θ (º)     P (MW)     Q (MVAr)      PG (MW)    QG (MVAr)    PD (MW)   QD (MVAr)     Psh (MW)   Qsh (MVAr) 
 5300    1.0000    -27.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5301    1.0000    -29.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5302    1.0000    -28.64        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5303    1.0000    -25.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5304    1.0000    -24.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5305    1.0000    -36.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5306    1.0000    -36.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5307    1.0000    -31.47        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5308    1.0000    -41.74        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5309    1.0000    -44.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5310    1.0000    -28.64      -18.10        0.00        0.00        0.00       18.10        0.00        0.00        0.00
 5311    1.0000    -32.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5312    1.0000    -25.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5313    1.0000    -37.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5314    1.0000    -34.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5315    1.0000    -33.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5316    1.0000    -32.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5317    1.0000    -16.69        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5318    1.0000    -22.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5319    1.0000    -25.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5320    1.0000    -29.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5321    1.0000    -44.38        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5322    1.0000    -25.75        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5323    1.0000    -30.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5324    1.0000    -36.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5325    1.0000    -30.41      -11.20        0.00        0.00        0.00       11.20        0.00        0.00        0.00
 5326    1.0000    -23.39        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5327    1.0000    -36.53        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5328    1.0000    -34.26       -5.80        0.00        0.00        0.00        5.80        0.00        0.00        0.00
 5329    1.0000    -44.96        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5330    1.0000    -42.75        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5331    1.0000    -36.04        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5332    1.0000    -24.87        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5333    1.0000    -26.68        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5334    1.0000    -20.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5335    1.0000    -22.22        8.00        0.00        0.00        0.00       -8.00        0.00        0.00        0.00
 5336    1.0000    -31.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5337    1.0000    -19.25       19.20        0.00        0.00        0.00      -19.20        0.00        0.00        0.00
 5338    1.0000    -47.70        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5339    1.0000    -31.37        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5340    1.0000    -28.17        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5341    1.0000    -32.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5342    1.0000    -26.48        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5343    1.0000    -38.76        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5344    1.0000    -28.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5345    1.0000    -30.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5346    1.0000    -62.26        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5347    1.0000    -16.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5348    1.0000    -17.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5349    1.0000    -28.78        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5350    1.0000    -25.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5351    1.0000    -38.91        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5352    1.0000    -38.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5353    1.0000    -34.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5354    1.0000    -28.35        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5355    1.0000    -35.60        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5356    1.0000    -25.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5357    1.0000    -32.05        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5358    1.0000    -27.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5359    1.0000    -43.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5360    1.0000    -32.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5361    1.0000    -20.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5362    1.0000    -40.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5363    1.0000    -34.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5364    1.0000    -26.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5365    1.0000    -41.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5366    1.0000    -41.51        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5367    1.0000    -15.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5368    1.0000    -32.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5369    1.0000    -33.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5370    1.0000    -29.39       -3.30        0.00        0.00        0.00        3.30        0.00        0.00        0.00
 5371    1.0000    -32.68        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5372    1.0000    -40.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5373    1.0000    -37.63        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5374    1.0000    -35.83        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5375    1.0000    -11.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5376    1.0000    -39.99        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5377    1.0000    -28.14        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5378    1.0000    -28.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5379    1.0000    -43.33        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5380    1.0000    -46.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5381    1.0000    -43.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5382    1.0000    -29.68        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5383    1.0000    -28.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5384    1.0000    -35.15        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5385    1.0000    -26.82        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5386    1.0000    -29.60        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5387    1.0000    -28.40        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5388    1.0000    -28.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5389    1.0000    -28.29        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5390    1.0000    -26.83        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5391    1.0000    -24.26        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5392    1.0000    -35.35        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5393    1.0000    -32.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5394    1.0000    -16.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5395    1.0000    -38.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5396    1.0000    -26.81      -22.20        0.00        0.00        0.00       22.20        0.00        0.00        0.00
 5397    1.0000    -28.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5398    1.0000    -24.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5399    1.0000    -48.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5400    1.0000    -30.17        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5401    1.0000    -29.39        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5402    1.0000    -30.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5403    1.0000    -30.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5404    1.0000    -29.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5405    1.0000    -22.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5406    1.0000    -21.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5407    1.0000    -61.71        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5408    1.0000    -27.65        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5409    1.0000    -34.91        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5410    1.0000    -43.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5411    1.0000    -31.07        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5412    1.0000    -48.91        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5413    1.0000    -47.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5414    1.0000    -33.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5415    1.0000    -43.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5416    1.0000    -20.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5417    1.0000    -25.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5418    1.0000    -17.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5419    1.0000    -20.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5420    1.0000    -29.02        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5421    1.0000    -20.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5422    1.0000    -40.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5423    1.0000    -47.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5424    1.0000    -40.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5425    1.0000    -19.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5426    1.0000    -34.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5427    1.0000    -24.22        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5428    1.0000    -22.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5429    1.0000    -13.63        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5430    1.0000    -11.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5431    1.0000    -27.49        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5432    1.0000    -28.71       32.80        0.00        0.00        0.00      -32.80        0.00        0.00        0.00
 5433    1.0000    -24.85        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5434    1.0000    -42.35       -8.50        0.00        0.00        0.00        8.50        0.00        0.00        0.00
 5435    1.0000    -35.15        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5436    1.0000    -35.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5437    1.0000    -48.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5438    1.0000    -32.60        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5439    1.0000    -41.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5440    1.0000    -41.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5441    1.0000    -23.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5442    1.0000    -24.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5443    1.0000    -26.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5444    1.0000    -39.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5445    1.0000    -21.78        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5446    1.0000    -62.36        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5447    1.0000    -63.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5448    1.0000    -41.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5449    1.0000    -63.03        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5450    1.0000    -27.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5451    1.0000    -28.18        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5452    1.0000    -29.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5453    1.0000    -22.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5454    1.0000    -23.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5455    1.0000    -31.49        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5456    1.0000    -30.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5457    1.0000    -20.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5458    1.0000    -30.28        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5459    1.0000    -44.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5460    1.0000    -31.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5461    1.0000    -25.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5462    1.0000    -38.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5463    1.0000    -17.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5464    1.0000    -22.82        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5465    1.0000    -20.67        5.20        0.00        0.00        0.00       -5.20        0.00        0.00        0.00
 5466    1.0000    -64.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5467    1.0000    -21.55       53.40        0.00        0.00        0.00      -53.40        0.00        0.00        0.00
 5468    1.0000    -28.45        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5469    1.0000    -29.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5470    1.0000    -37.25        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5471    1.0000    -26.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5472    1.0000    -24.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5473    1.0000    -38.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5474    1.0000    -27.35        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5475    1.0000    -38.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5476    1.0000    -27.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5477    1.0000    -36.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5478    1.0000    -42.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5479    1.0000    -25.18        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5480    1.0000    -33.86        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5481    1.0000    -42.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5482    1.0000    -62.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5483    1.0000    -58.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5484    1.0000    -29.98        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5485    1.0000    -29.96        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5486    1.0000    -39.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5487    1.0000    -32.36        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5488    1.0000    -30.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5489    1.0000    -44.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5490    1.0000    -25.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5491    1.0000    -17.21        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5492    1.0000    -17.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5493    1.0000    -24.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5494    1.0000    -17.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5495    1.0000    -28.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5496    1.0000    -13.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5497    1.0000    -30.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5498    1.0000    -34.86        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5499    1.0000    -37.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5500    1.0000    -31.92        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5501    1.0000    -44.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5502    1.0000    -28.32        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5503    1.0000    -44.27        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5504    1.0000    -47.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5505    1.0000    -35.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5506    1.0000    -35.48      -57.40        0.00        0.00        0.00       57.40        0.00        0.00        0.00
 5507    1.0000    -42.61      -35.40        0.00        0.00        0.00       35.40        0.00        0.00        0.00
 5508    1.0000    -30.12        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5509    1.0000    -23.74        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5510    1.0000    -43.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5511    1.0000    -19.25        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5512    1.0000    -20.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5513    1.0000    -36.74        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5514    1.0000    -29.79        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5515    1.0000    -26.64        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5516    1.0000    -21.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5517    1.0000    -24.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5518    1.0000    -25.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5519    1.0000    -23.05        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5520    1.0000    -34.90        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5521    1.0000    -34.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5522    1.0000    -36.26        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5523    1.0000    -27.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5524    1.0000    -28.51        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5525    1.0000    -27.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5526    1.0000    -20.88        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5527    1.0000    -28.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5528    1.0000    -26.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5529    1.0000    -36.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5530    1.0000    -44.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5531    1.0000    -33.97        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5532    1.0000    -18.32        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5533    1.0000    -24.04        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5534    1.0000    -22.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5535    1.0000    -33.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5536    1.0000    -18.18        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5537    1.0000    -36.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5538    1.0000    -36.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5539    1.0000    -31.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5540    1.0000    -21.87        1.00        0.00        0.00        0.00       -1.00        0.00        0.00        0.00
 5541    1.0000    -32.95        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5542    1.0000    -32.58        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5543    1.0000    -26.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5544    1.0000    -23.68        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5545    1.0000    -21.55        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5546    1.0000    -19.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5547    1.0000    -19.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5548    1.0000    -19.70        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5549    1.0000    -24.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5550    1.0000    -28.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5551    1.0000    -25.89        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5552    1.0000    -30.33        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5553    1.0000    -29.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5554    1.0000    -20.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5555    1.0000    -32.60        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5556    1.0000    -23.56        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5557    1.0000    -32.84        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5558    1.0000    -42.31        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5559    1.0000    -29.47       17.00        0.00        0.00        0.00      -17.00        0.00        0.00        0.00
 5560    1.0000    -34.54        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5561    1.0000    -34.57        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5562    1.0000    -23.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5563    1.0000    -27.71        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5564    1.0000    -22.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5565    1.0000    -22.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5566    1.0000    -39.51        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5567    1.0000    -51.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5568    1.0000    -31.83      -10.90        0.00        0.00        0.00       10.90        0.00        0.00        0.00
 5569    1.0000    -30.53        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5570    1.0000    -30.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5571    1.0000    -29.52        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5572    1.0000    -26.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5573    1.0000    -28.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5574    1.0000    -27.72        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5575    1.0000    -28.26        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5576    1.0000    -29.33      -18.80        0.00        0.00        0.00       18.80        0.00        0.00        0.00
 5577    1.0000    -28.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5578    1.0000    -28.18        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5579    1.0000    -17.34        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5580    1.0000    -31.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5581    1.0000    -35.11        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5582    1.0000    -31.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5583    1.0000    -26.93        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5584    1.0000    -17.30       60.30        0.00        0.00        0.00      -60.30        0.00        0.00        0.00
 5585    1.0000    -25.33        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5586    1.0000    -28.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5587    1.0000    -34.46        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5588    1.0000    -56.63        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5589    1.0000    -27.06        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5590    1.0000    -36.99        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5591    1.0000    -28.08        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5592    1.0000    -36.74        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5593    1.0000    -30.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5594    1.0000    -22.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5595    1.0000    -33.16        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5596    1.0000    -29.76      -19.30        0.00        0.00        0.00       19.30        0.00        0.00        0.00
 5597    1.0000    -26.74        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5598    1.0000    -26.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5599    1.0000    -27.07        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 5600    1.0000    -25.66        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
